Page number,Footnote text
77,"I Du Tillet, Recueil des Traites de Leonard, tom 2. Herbert."
79,"* Herbert. Hall, Stowe, p. 525. Holingshed, p. 891."
81,""" Herbert, De Vera, Sandoval."
84,"* Guicciardini, lib. 17."
85,"a Guicciardini, lib. 18. Bellay. Stowe, p. 527."
86,"I 30th April,"
91,"Morison's Apomaxis, p. 13."
91,"Queen Mary, p. 2."
92,"hiera "" iite of wore * Rymer, vol. xiv."
92,"192. 203. Heylin, p. 3."
93,"Y Burnet, Fiddes,"
94,"a Le Grand, vol. iii."
94,"P 46. 1. 18. Saunders. Heylin, p. 4. II Bumet, vol. pe 38."
94,"Strype, vol. i. p. 88. . Camden's preface to the life of Elizabeth."
94,"Burnet, vol. i. p. 44."
96,"I Collier, Eccles. Hist. vol. ii. p. 25. from the Cott, Lib. Vitell. p."
96,"* Burnet, vol. i. p. 42."
97,"I Rymer, vol. xiv. 237. s Collier, from Cott. Lib. Vitell B. 10"
98,"h Burnet, vol. i. p 51. I Fathes Paol, lib, 1. Guicejardin"
99,"* Father Paul, lib 1. I 1bid."
100,"n Father Paul. n Lord Herbert. Burnet, vol. i. p. 29."
100,"in the collect. Le Grand, vol. iii. p. a8. Strype, vol. i. p. 93. with Apr"
100,"No 23, 24, &c."
101,"* Lerd Herbert, p. 221. Burnet, p. s9. : P Herbert, p. 15"
101,"I Burnet, p. 58."
102,"hymer, yol. XIY. P. 270. Strype, vol. i. p. 110, 111. Append. No28."
102,"* Burnet, vol. i. p. 63,"
105,"W Herbert. Burnet, vel ii. p35."
105,"I Rymer, vol, xiii. P. 81"
106,"* Burnet, vol ip. 75, 71. * Herbert, p. 254."
106,"b Burnet, yol. i. p. 75."
107,"* Cullier, vol. ii. p. 45 Burnet, vol I. p. 53. d Cavendish, p.40."
109,"Strype, vol. i. p. 114, 115. App. No 51, &c."
109,"r. 547. SA Cavendish. Stows, p. 549."
110,I See note [C] at the end of the volume.
111,"I These exactions are quite arbitrary, and had arisen to a great helght."
111,"A member said in the house, that a thousand merks had been exnated frow"
111,"hen that account. Hall, fol. 188. Stry e, vol. i. p. 73."
113,"n Parliamentary History, vol. iii. p. 59. Burnet, vol. ii. p. 82."
113,""" Burnet, vol. ii. p. 83."
117,"Iin, p.5."
118,† See note [DJ at the end of the volume
119,"I Herbert. Burnet. S Wood, hist. and ant. Ox. lib. i. p.225"
119,"t Burnet, vel. i. p. 6. "" Rymer, vol. xiv. 405. Burnet, vol. i"
119,"P95. Y Rymer, yol. xiv. p. 454, 472."
120,"* Burnet, vol. i. p. 94. Cavendish. Stowe, p. 554"
121,"2 Cavendish,"
122,"* Anfin. Brit. Eccles. p. 325. Burnet, vol, i. p. 106. Hol-"
122,"lingshed, p. 923."
123,"""Huall's chronicle. Hollingshed, p. 923. Baker, p. 208"
123,"* Burnet, vol, i. Collect. No 41. Strype, vol. i. p. 144."
125,"* Burnet, vol. i. p. 116. Hall. Parliamentary history."
125,"f Burnet, vol. i. p 123, 124. s Herbert. Hall, fol. 205."
127,"h Herbert, p. 340, 341."
128,"I24 Hen VIII. c. 2 I Collier, vol. ii. P. 31. and Records, Nod"
128,m See note [E] at the end of the velume.
129,""" Burnet, vol. i. p. 134."
130,"o Herbert, p. 326. Burnet, vol. i. p. 132."
130,"vol. iii. p. 5. S Burnet, vol. ii. p. 133. Guicciardi"
134,* Le Neve's Fasti Eccles. Anel. * 5 H. 8. 19
134,"* Collier, vol. ii. p. 69, 70."
136,"* Burnet, vol. i. p. 156. * 6 H. 8. c. 1."
146,"al Burnet, yol. i P. 159."
147,Sacrilegium est et impietas velle placere Deo per opera et non per solam
147,fidem. Luther adversus regem. Ita vices uam dives sit homo chiistiaw
147,"sive baptizatus, qui etiam volens non potest perdere salutem suam quantis"
147,cunque peccatis. Nulla enim peccata possunt eum damnare nisi incredulitas
147,Id. de captivitate Babyloniea.
147,"I Hall, fol. 186, Fox, yol. i. 1,8. Burnet, vol, i. p.159"
147,"I Hall, fol. 186, Fox, yol. i. 1,8. Burnet, vol, i. p.159"
148,"& Atticles of impeachment in Herbert. Burnet, h Fox. Burnet,"
148,yol. i. p. 165.
149,"I Burnet, vol, i. p. 164."
150,"* Stre, vol. i 2. 167. Collier, vel. ii. p. 16. Burnet, yok."
150,"151. * Stowe, p. 562."
152,* Stowe P. S70. Blanquet's Epitome of Chronicles. * StyP
152,"yol i. p. 18. 96 Collier, vol. ii. p. 87."
153,"Hen. VIII. ""12. Burnet, vol, i. P. 149. Hall, fol. 220."
153,"† Godwin's Annalt, p. 51"
154,I Fuller's Church Hist. book 5. p. 207.
155,"* More's Life of Sir Thomas More. Herbert, p.593"
157,"Sanders, p. 148. a Herbert, p. 350, 351."
159,"Hexrbert, p. 403. Y Burmet, vol. i p 192."
160,"* Du Bellay, liv. 5. Herbert. Burnet, vol iii. in Coll. No 50."
166,"a 27 Hen. VIII. c. 28. b Burnet, vol. i. p. 193."
166,"It is pretended, see Hollingshed, p. 939, that ten thousand monks were"
166,"turned out on the dissolution of the lesser monasteries. If so, most of them"
166,must have been Mendicants: For the revenue could not have supported near
166,"that number. The Mendicants, no doubt, still continued their former pro-"
166,fession. d 27 Hen. VIII. c. az
167,"* 27 Hen, VIII. 4. f 27 Hen. VIII. c. 10."
173,"* Burnet, vol. i, p. 198. I Strype, vol. i. p. 281."
174,"k See note [6] at the end of the volume. Burnet, vol. i. p."
176,"* Herbert, p. 384. * Heylin, p.95."
178,"P Ibidem, p. 207. 1 Burnet, vol. i. p. 207. Strype, vol. i"
178,p28s.
179,"of the failure of his lawful male issue, to his favourite son, the duke of"
179,"Richmond. But the death of that promising nobleman, which happened"
179,"soon aster, disappointed all projects n his favour. Heylin, r6."
182,"u Collier, vol. ii. p. 119."
184,"I Collier, vol. ii. p. 122, & seq. Fouller. Burnet, vol, i. p. 215."
185,"note [H at the end of the volume. 7 Strype, vol. i."
185,P. 249.
186,"* Burnet, vol. i. p. 223. a Ibid. P. 227. Herbert."
188,"For, x ii. p. 952. d Stowe, P. 574. Baker, P. 258."
192,"I Strype, vol ii. p. 5."
193,"E Collier, vol. ii. p. 145. from the Cott, Lib. Cleopatra, E. 5. fol. 173."
196,"I Herbert, p. 431, 432. Stowe, p. 575."
196,"k Goodwin's Annals. Stowe, p.57 5. Herbert, Eaker, p. 28"
198,"m Lord Herbert, Camden, Speed. * n See note [I] at the"
198,end the volume.
199,"o Coke's 4th Inst, fol. 44. P Dugdale's Warwickshire, p. S00."
199,Fuller.
201,* Goodwin's Annals.
202,"I Herbert,"
203,"a Herbert in Kennet, p. 216."
206,"V Fox, vol, ii, p. 395."
207,"* Fox, vol. ii. p. 426."
209,"* rors acts n monuments, p. 427. Burnet. P Stowt, P.556."
211,"31 Hen. VIII. c. 14. Herbert in Kennet, p. 219. d See note"
211,"I] at the end of the volume. : ! Burnet, vol. i. P. 249, 270. For,"
211,"ii. p. 1037. I Herbert in Kennet, p. alg."
212,* 31 Hen. VIII. c. 8.
214,"* Coke's 4th inst. p. 47, 38. I Rymer, vol. xiv. p. 651."
215,"* Collier, vol, ii. p. 158. & seq. ! 31, Hen. VIII. c. 10. 31 Hen."
215,VIII. c. 1.
218,"* Le Grand, vol. iii. p. 638."
220,""" Stowe, p. 579."
224,"* Burnet, vol, i. p. 278. I Burnet, vol, is p. 281, 282."
225,"I Burnet, vol i. p. 172."
227,""" Pere Daniel, Du Tillet."
229,"Y Saundera, de Schism. Angl. Herbert, p. 468."
231,"* Spotswyod's Hist. church of Scotland, p. 62. b Spotswood, p. 65."
233,""" Buchanan, lib. xiv. Drummond in Ja 5. Pitscotie, ibid. Knox."
233,"I Henry had sent some books, richly ornamented, to his nephew, who, as"
233,"soon as he saw by the titles, that they had a tendency to defend the new doc-"
233,"trines, threw them into the fire, in the presence of the person who brought"
233,"them? Adding, it was better he should destroy them, than they him. See"
233,"Fpist. Reginald, Pole, pars 1. p. 172."
237,"Burnet, vol. i. p. 314. f See note [N] at the end of the volume."
240,"t Collier, vol. ii. p. 190. h Burnet, vol. i. p. 315."
240,"Which met on the 22d of January, 1543."
240,"k 33 Hen. VIII. c. 1. The reading of the Bible, however, coul"
241,"at that time, have much effect in England, where so few persons had learned"
241,to read. There were but 500 copies printed of this first tethoripeq editiom of
241,he Bible; a book of which there are now several mitlions of copies in the
241,kingdom.
241,"I Parliamentary hist ory, vol. iii. p, 113. m Burnet, vol. i. p.518."
245,"P Buchanan, lib. 14."
246,I See note [O] at the end of the rolume.
247,"1 Stowe, p. 584. Herbert, Burnet, Buchanan"
248,"Sadler's Letters, P. 161. Spotswood, p. 71. Buchanan, lib.1"
248,"John Knox, History of the reformatlen."
249,"a Sir Ralph Sadler's Letters. * Buchanin, lib. 15."
250,"* Buchanan, lib, 15."
251,"Y Buchanan, lib, 15. Drummond."
252,"* Rymer, vol. xiv, p. 768. vol. xv. P. 2."
253,"pounds, paid four pence of every pound; from five pounds to ten pounds,"
253,"eight pence; from ten pounds to twenty pounds, sixteen pence; from twenty"
253,"and upwarde, two shillings. Lands, fees, and annuities, from twenty shil-"
253,"Iings five povns, paid eight pence in the pound; from five pounds to ten"
253,"ponrie, sivieen pence 5 from ten pounds to twenty pounds, two shillings"
253,"from twenty pounds and upwards, three shillings."
253,"* Collier, vol. ii. p. 176."
255,"f Memoires du Bellay, lib, 10"
260,"I Herbert. Stowe, p. 588. Baker, p. 292."
260,"* Coodwin's Annals. Stowe, p. 588."
261,"I Rymer, vol. xv. p. 23, 29. m Herbert. Burnet."
266,"* Buchanan, lib, 15. Drummond, I Beleair. Memoires du"
266,Eellay.
267,"m De Langey,"
270,"I Hall, fol. 261. Herbert, p. 534."
271,"I Herbert, Stowe."
272,s Coke's Inst. cap. 99.
273,""" Bale, Speed, 80."
277,"t Burnet, vol. i. p. 344. Herbert, p. 560. Speed, p. 780. Fox's Acts"
277,"and Monuments, vol. ii. p 58."
280,"Y Burnet, vol, i. p. 348. FoXx."
281,Lanquet's Epitome of chronicles in the year 1541
282,": See his will in Foller, Heylin, and Rymer, P. 110. There is no reason-"
282,"able ground to suspect its avthenticity,"
284,"b Strype, vol. i. p. 389. ""Le Thou."
285,"I a8 Hen. VIII. . 7. * 34, 35 Hen. VIII. c. 1."
286,f 23 Hen. VIII. c. 1. e 26 Hen. VIII. c. 13. h 31 Hen.
286,"VIII. c. 12. I 22 Hen, VIII. e. 14."
287,* 3 Hen. VIII. c. 3. I Ibid. m Ibid. 18 3 Hen.
287,"VIII. c. 13. 6 Herbert, P Hall, sol, * 4 Stowe, e"
287,"Hollingshed, P. 947. I Hall, fol. 235. Hollingshed, P. 547. Stowe,"
287,"P. 57?. Hill, fol. 68. * 142nd 15 Hen. VIII. c. 15."
287,134 and 35 Hen. VIII. . 5
288,"WS Hen, VIII. c. 14."
289,* 34 Hen. VIII.
291,"s Stowe, 505. Hollingshed, 840. Le Grand, vol. iii. p. 5*"
291,"""21 Hen. VII. Ibid. * 21 Hen. VIII. o. 8"
292,"3 Hen. VIII. c. 15. *3 Hen, VIII. c. 8."
293,"h Hall, folio 110. I6 Hen. VIII. . 3. t Hen. VIII."
293,* 14. 6 Hen. VIIL. e. 1. 7 Hen. VIII. c7. I 25 Hen. VilI.
293,. 24 Hen. VIII. c. 3. 8 3 Heen. VIII. c. 11.
293,"Strype, vol. i. P. 392."
294,P 25 Hen. VIII.
294,"1bid. 2 * Anderson, vol. i. p. 374."
294,"* 22 Hen. VIII. c. 12. 21 Hen, VIII. c. 5"
295,t 21 Hen. VIII. c. 12. 25 Hen. VIII. c. 18. 3 & 4 Edw. VI. c.20.
295,"5 6 Edw. VI. c. 24. o 38& 4 Edw. VI. 20 Strype,"
295,Vel. i. p. 117.
296,"* Wood's Hist, & Antiq. Oxon. lib. i. p. 245. Y Ibid. 249"
296,* Epist. 2d RBanifrum. Also epist. p. 368
298,: Strype's Memor. vol. ii. P. as
299,"* Burnet, vol. ii. p. . Hieylin, Hist. Ref. Edw. VI."
300,"I Collier, vol. ii. p. 218. Burnet, vol. ii. p. 6. Strype's Mem. of Cranm"
300,r. rer . Strype's Mem. f Cranm. p. 141.
300,"I Foller, Heylin, and Rymer."
301,"t Stowe's Annals, p. 594."
302,"B Hollingshed, P. 979. Burnet, vol. ii. Records, No 5"
304,* GCordwin's Annals. Heylin.
306,"I For, vol. ii. p. 712. Ibid, p. 724."
306,"Cossier, vol. ii. p. 228. For, vol. ii."
307,"? Burnet, vol. ii. p28."
308,"* Collier, vol. ii. p. 228. ex MS, Col. C. C. Cantab. Bibliothees Bri-"
308,"tannica, article GARDINER."
310,"* Father Paul, lib. 2."
312,* See note [P] at the end of the volume.
313,"* Knox's Hist. of Ref. P. 44. Spotswood, 5 Y Spotswood, Bu-"
313,"Shanan,"
314,"* The famous Scotch reformer, John Knox, calls James Melvil, p. 65."
314,"man most gentle and most modest. It Is yery horrid, but at the samet time"
314,"somewhet amusing, to consider the joy and dlacrity and pleasure, which that"
317,"a Sir John Haywood in Kennet, p. a79. Heylin, p. 42."
318,""" Haywood. Patten."
319,""" Huollirgshed, p. 985."
320,"* Patten. Hollingshed, P.9."
321,"f Hollingshed, P 992."
322,"Ryme, yel. xv. P. 164."
324,""" Antiq. Britan. p. 339."
324,"vol. ii. p. 241. Helin, p. 55. Burnet, vol, ii."
325,"P Burnet, vol. ii. p 60. Collier, vol. ii. P. 241. Heylin, p.55"
325,"I Burnet, vol. ii. 1 Fuller, Heylin, Burnet,"
326,"* Beagué, hist, of the Camp agnes 1548 and 1549, p. 6."
327,"* Hollingshed, p. 993. u Heylin, p. 46. Patten."
328,"v Burnet, vol. ii. F. 83. Buchanan, lib. xv. Keith, p. 55. Thua-"
328,"nus, lib. v. c. 15. x* Thuanas, ib v. c. 15."
329,"y Stowe, p. 595. Hollingshed, P9d * Hayward, 291."
330,"me pe 301s Heylin, p. 72. Camden. Thuanus, lib. vi. e."
330,"Haynes, p. 69."
331,"I Haynes, p. 82, 90. c 1bid. p. 75."
332,"* Haynes, I 95, 96, 102, 108. I Ibid. p. 105. 106."
334,"I Burnet, vol. ii. Coll. 31. 2 & 5 Edw, VI. c. 18."
335,"2 13 Edw. VI. c. 18. 1 Burnet, vol. ii p. 99."
337,I 2 & 73Edw. VI. cap. 21.
337,"""2 & 3 Edw. VI. cap. 19. See note II Q at the end of the volume."
338,"a Burnet, wol. ii, cap. 104."
340,"P Burnet, vol ii. coll. 35. Strype's Mem. Cranm. p. 181."
340,"1 Burnet, vol. ii. p. 112, Strype's Mem. Cranm. p. 181."
341,"* Heylin, p, 102."
343,"I Strype, vol. ii. Repository Qu"
345,"Burnet, vol. ii. p. 115. Strype, vol. ii, p. 171."
346,"Hayward, P. 292. Hollingshed, p. 1003. Fox, vol. ii. p. 666. Mem."
346,"romp 1s I Heylin, p. 76. a ; * Stowe's Annals, P. 5o1"
347,"Y Hayward, p. 295, 296. * Heylin, p. 76. Hollingshed, p. 102"
347,", Stowe, P S97. Hollingshed, P. 1o3e Strype, vol. rue"
348,"P Hayward, p. 297, 298, 299."
349,"Thuanus, lib. vi. c. 6. ""Hayward, p. 300. I * Thoan,"
349,"King Edward's Journal, Stowe, p. 597."
350,"f Burnet, vol. ii. p. 133, 175. 8 Idem. p. 133."
351,"I Strype, vol. ii. p. 181. I Ibid. p. 183."
352,"* Heylin, p. 72, 73. Stowe's Survey of London. Hayward, P30"
353,"I Stows, P. 597. 558. Hollingshed, p. 1057."
354,"m Stowe, p. 600."
354,"ward, p. 308. Stowe, p. 601. Hollingshed, p. 1059."
355,"* Heylin, p. 85. Rymer, tom. xv. p. 226."
356,"b Heylin, p. 84. Hayward, p. 309. Stowe, p. 603."
356,""" Hayward, p. 3099. 7; and 4 Edw. VI. e."
357,"5 and 4 Edw, VI. c. 2. t Ibid, c. 15."
358,"Burnet, vol. ii. p. 148. Hayward, 310, 311, 312. Rymer, vol. xv"
358,"p. 211. W Hayward, p. 318. Heylin, P. 104. Rymer, tom. xv"
358,P253
359,"* Heylin, p. 99."
360,"* Collier, vol ii. p.305, from the council books. Heylin, p. 99."
361,"2 Fox, vol. ii. p. 734, & seq. Burnet, Heylin, Collier."
361,"Goodwin de praesul. Angl. : Heylin, p. 100. : * Colfier, vol. ii."
361,"P. 307, from the council books. Wood, hist. & antiq. Oxon."
361,"lib, i. P.271, 272."
362,"* Strype, vol. ii. p. 249. I Fox, vol. ii, Collier, Burnet"
362,"& Hayward, p. 315."
364,* Mem. Cranm. p. 234. I Mem. Cranm. p. 28o.
364,"* Atticle xviii,"
365,"I Hayward, p.326. Heylin, p. 108. Strype's Mem vol. ii. p. 205."
367,""" Heylin, p. 112."
369,"* Hayward, p. 310, 321, 712. Stowe, p. 606. Hollineshed, p. 1667"
369,"Hayward, p. 324, 375."
370,"I Stowe, p. 608. ""5 & 6 Edw. VI. . 1. s Ibid. c. 20."
370,"Hayward, p18."
371,"Parliamentary hist vol. ili. p. 258. Purnet, vol. ii. p. 120. y52"
371,Edw. VI. cap. 2.
372,"Y Ibid. cap. 3. *2 Burnet,"
372,yol. ii. p. 202.
374,"* Strype's Ecclesiastical Memorials, vol. ii. P 394"
375,"b 7 Edw. VI. cap, 12. "" Heylin, p. 95, 132. oI Strype's"
375,"Ecclesiastical Memorials, vol, ii. P 344."
377,"* Heylin, p. 199. Stowe, p. 609."
379,"f Fuller, book viii. p. 2."
380,& Cranm. Mem. p. 295.
383,"I Sleiden, lib. 25."
384,"I Burnet, vol. ii. P.233. k Fox, vol. iii. p. 14."
384,"! Thusnus, lib. xiii. é. x. 7*r Godwin in Kennet, p. 329"
384,"Heylin, p. 149. Burnet, vol, il. p. 274."
386,""" Heyslin, p. 160. Burnet, vol. ii. p237. P Godwin,"
386,"P. 330. Heylin, p. 159. Burnet, vol. ii. P. 239. Fox, vol. iii. p. 15"
387,"I Heylin, p. 161. Baker, p. 315. Hollingshed, p. 1086."
387,"I Sheed, p. 81s Gadvin, p. 331."
387,"r Godwin, P. 331, 332. Thuanus, lib. xni."
388,"u Godwin, p. 342. Thuanus, lib, xiii, c. 2."
388,"""Burnet, vol. ii. pP. 240. Heylin, p. 19. Stowe, p. 613."
388,"Y Burnet, vol. ii. . 39. Stowe, p. 6r2. Baker, p. 315. Hollingshed,"
388,p. 1083.
389,"* Burnet, vol. ii. p. 243. Heyllin p. 18. Baker, p. 316. —rollingihed"
389,"p 1089. I a Hey lin, p. 19. Burnet, vol. iii. p. 243"
389,"Stowe, p. 614."
390,"P Heylin, I 20. Stowe, P. 613. Hollingshed, P. 1088"
390,"* Depeches de Noailles, vel, ii. P. 246, 1 I Stove, ."
393,"Fox, vol. iii. p. 94. Heylin, p. 25. Godwin, p. 336. Burnef, vo"
393,"ii. Coll. No Cran* Mem. p. 50s. Thuanus, lib. xiii. c."
393,"E Heylin, p. 26. Godwin, p. 336. Cranm, Mem. p. 317:"
394,* Heylin. p2. I Saunders de Schism. Anglic. k Beale.
394,"But For. yho lived at the time, and is very minute in his narratives, ss"
394,nothing of the matter. See vol. iii. p. 16.
395,"I Fox, vol. iii. p. 19."
395,"sess he, . By this repeal, though it was in general popular, the clause of"
395,"5& 6 Edw. VI. c. 11. was lost, which required the confronting of two wit-"
395,"nesses, in order to prove any treason, o Mariae, sess, 2.c. 1. PI Ma"
395,rize sess. 2. c. 1.
396,"a Thuan. lib. ii. I Depeches de Noailles, vol, ii. p. 147."
396,"163, 214, 215, vol. iii. p. 27. * Godwin, p. 339."
397,"P. 253. * Father Faul, book ui. * Is ylin, 7. 31 7 Barnet,"
397,"vol. ii, 7. 258."
398,"* Thuanus, lib. iv. c. 17"
401,"a Collier, vol. ii. p. 356. For, vol. iii. p. 22."
402,"b Mem. Cranm. p. 354. Heylin, p. 50. Harmer, p. 138."
402,"I Collier, vol. ii. * 1. FUS, vol. iii. P. 38. Heylin, p. 35 Slei"
402,"dan, lib 25."
403,""" Rymer, xv. p. 377. f Depeches de Noailles, vol. ii. p. 9"
404,"h Degeches de Noailles, vol. ii. p. 249. vol, iii. p. 175e"
404,"i Heylin, p. 35. Godwin, P. 540."
405,"k Fox, vol. iii. p. 30."
405,"Fox, vol iii. p. 30."
405,"Stowe, p. 619. Balker, p. 318. Hossingshed, p. 1054"
406,"m Fox, yol. iii. p. 31. Heylin, p. 34. Burnet, vol, ii. p. 270. Stowe,"
406,"p a 8 Depeches de Noailles, vol. iti. p. 124."
406,"o* Ibid. vol. ii. P. 273, 2848. 7 Ibid. p. 273."
407,"I Goduin, p. 343. Burnet, vol. ii. p. 273. Fox, vol. iii. p 99, 105"
407,"Suype's iem. 3orai 111 1 1 Depeches de Noailles, vol. iif."
407,". 22. — * For, vol. iit. P. 35. Heylin, p. 166."
408,"! Heylin, p. 167. Beker, p 519. * Heylin, p. 167."
409,"* Heylin, p. 167. Fox, yol. iii. p3 37. Hollingshed, p tege"
410,"* Fox, vol. iii. P99. Stowe, P. 624. Baker, p. 320. Hollingshee"
410,"P 10 Strype, yol. iii. P. 120. Dep. de Noailies, vol. iii. p. 17 ."
410,"J Dep. de Noailles, vol. iii. P. 98."
411,"* Depethes de Noailles,"
412,"a 1 Mar. Patl, 2. cap. 3. b 1bld. cap. 1. "" Ibid. cap. 3."
413,"I Strype, vol. iii. p. 125. * Derpeches de Noailles, vol. iit."
413,". 248. 1 Ibid, p. 220."
414,"I Depeches de Noailles, vol. iii. p. 222, 252, 253."
414,"I Fox, vol. iii. p. 99. Heylin, p. 39. Burnet, vol. iii, p. 392. God"
414,"win, P. 45- We are told by Sir William Monson, p-2as that the admi"
414,"ral of England fired at the Spanish navy, when Philip was on boeré; because"
414,"they had not lowered their topsails, as a mark of deference to the Englisth"
414,"mavy in the narrow seas. A very spirited behaviour, and very unlike thost"
414,"times. i Beker, P. 320."
415,"k Mem. of Cranm. p. 344. Strype's Eccl. Mem. vol. iii. p. 154, 155."
415,"I Burnet, vol. ii. p. 291. Strype, yvol. iii. p. 155."
416,"m Fox, vol, iii. p. 3. Heylin, p. 42. Burnet, vol. ii. p. 293. God"
416,"win, p. 247. a Father Paul, lib, iv. o Heylin, p. 41."
416,"P1 2 2 Phil. &. Mar. c. 8. f Hey i, p. it 15 2 Phil."
416,"& Mar. c. 8. Strype, vo!, iii. p. 159."
417,"I See note [R] at the end of the volume, s 1& 2 Phil!o"
417,"Mar, c 6. a t Ibid. c. 3. 9. S * Ibid. e. 10."
417,"Godwin, P. 348. Baker, p. 52."
418,"* Heylin, p. 39. Burnet, vol. ii. p. 487. Stowe, p. 626. Depeches de"
418,"Noailles, vol. iv. p. 14 Y Heylin, p. 40. Godwin, p. 349"
418,"* Depeches de Noailles, vol. iv. p.25."
419,"* Barnet, vol. ii. p. 192. Godwin, p. 348. b Heylin, p. 46."
419,"""Coke's Institutes, part iv. p. 17. Strype's Memor. vol. i. 165."
422,"* Heylin, p. 47."
427,"e Burnet, vol. ii. Heylin, p. 47. It is not likely, however tra mar e"
427,gave any such advice: For he himself was at this very time proceeding wit
427,"ateat vintence in persecuting the reformed in Flanders. Bentivoglio, part *"
428,"f Fox, vol. iii. p. 119. Burnet, vol. ii. p. 302. E Fox, vol. iii."
428,"r 1s &c. Burnet, vol. ii. p. 302. Heylin P. 48, 49. Godwin,"
428,P 49
429,"E Strype, vol. iii. p. 261, and Coll No 583. Hlia, an aar"
430,"k Fox, vol. iii. p. 187. I Ibid. p. 216. "" Burnet, vol. ii."
430,"P. 318. Heylin, p. 52."
431,"I Fox, vol. iii. p. 265. m Ibid. p. 747. Heylin, p. 57. Bur-"
431,"net, vol. ii. p. 337."
432,"* Burnet, vol, ii. p. 306. "" Heylin, p. 56."
433,"F Burnet, vol. ii, Coll. 32."
434,""" Burnet, vol. iii. p. 243. * Ibid. p. 246, 247."
435,"Burnet, vol. ii. p. 363. Heylin, p. 79. t Father Paul, lib. s"
436,"u Heylin, 1. 45. wIbid. Father TPaul, lib. 5."
436,"* Father Paul, lib. 5"
437,"y Father Paul, lib. 5. Heylin, p. 45."
437,"vol. iv. p. 312. Hieylin, p. 53. 65. Hollingshed, p. 1127"
437,"Speed, p. 226."
439,"I Derpeches de Noailles, vol. v. p. 570, 562."
440,": JE P. 359. Cowper's Chronicle. Burnet, vol, ii. p. 35"
440,"t *. 330 253. 337 341. Strype's Memor. ol. iii. p. 428, i"
440,"ARAlS, vol. i. p. 15."
441,""" Thuan. lib. xvi. c. 20."
443,"f Mem. of Cranm. p. 475. * Heylin, p. 55. Mem. Psts-"
445,"h Burnet, vol. ii. p. 331, 331, &c. Godwin, P. 352 I Burnet,"
445,"vol. ii. p. 324, 325."
446,"Heriis. I 6s, S9 Burnet, vol. ii. P 3e. I Heylin, p. 72."
446,"Burnet, vol. ii. P.3 51. Sir James Melvil's Memoirs"
447,"m Rosso, Successi d'Inghilterra. n Strype's Eccles. Memorials,"
447,yol. ill. p. 377.
451,o Thuan. lib. xx. cap 2.
452,"* Buchanan, lib. xiv. Keith, p. 56. Spotswood, p. 92."
453,"1 12th April, 1554"
453,I *eath ree hi2 had
454,"; I * 70. Buchanan, lib. xvi. "" Buchanan, lib. xvi. Thuar"
454,"Hib. xix. . 7. I w Knox, P. 9."
456,"* Buchanan, lib. xvi. Keith, p. 75. Spotswood, p.95."
459,"* Hollingshed, p. 11S0"
462,"I Burnet, vol. iii p. 259. "" Rymer, vol xv. p. 364."
462,""" 1 Mar, Parl. 2, cap. 7."
463,"f Hollingshed, p. 13: Heylin, p7 s 4 & Phil. & Mar."
463,cap. 2.
464,Nicholsen's Historical Library. I Eras. Epist. 432.
