Page number,Footnote text
51,""" least sin in the plot, I would not have been of it for all the world; and no"
51,"""other cause drew me, to hazard my fortune and life, but zeal to God's"
51,""" religion."" He expresses his surprize to hear that any catholies had con-"
51,"demned it. Dighy's papers, published by secretary Coventry."
52,"f Camden in Kennet, p6o2. EK. James's Works, p. 503, 504."
52,"h The Parliament, this session, passed an act obliging every one to take"
52,"the oath of allegiance Arery moderate test, since it decided no controvertod"
52,"points between the two rligions, and only engaged the persons who took it"
52,"to abjure the pope's powe of dethroning kings. See K. James's Works,"
54,"I Kennet, p. 696. k Journ. 20th May, 1606."
54,"I Journ. 5th April 1606. m Kennet, P. 676."
54,"a K. James's works, p. 509."
55,"o The commons were even so averse to the union, that they had com"
55,"plained in the former session to the lords of the bishop of Bristol, for writing"
55,"a book in favour of it, and the prelate was obliged to make submissions for"
55,this offence. The crime imputed to him seems to have consisted in his treat
55,"as yet of general liberty! See Parlsiamentary History, vol. v. p. 108, 109,1 10."
56,"? Bacon's Works, vol. iv. p. 190, 191. Edit. 1730."
57,"I Journ. a December, 5 March, 1606. 25, 26 June, 1607"
57,"* Journ. as February, 4,7 March, 1606. 2 May, 17 June, 1607."
57,"* Journ. 16, 17 June, 1607y7. I Journ. 25 Feb. 1606."
58,"Journ. 3 July, 1607."
59,* The plan of accommodation which James recommended is found it
59,"Wiawood, vol. ii. p. 429, 430; and is the same that was recommended by"
60,"Henry, as we learn from Jeanin, tom. iii. p. 416, 417. It had long been"
60,"imagined by historians from Jeanin's authority, that James had declared to"
60,the court of Spain that he would not support the Dutch in their pretensions
60,to Tiberty and independence. But it has since been discovered by Winwood's
60,"Memorials, vol. ii. P. 456. 466. 469. 475.476. that that report was founded"
60,on a lie of president Richardot's.
60,"Winwood, and Jeanin, passim. * Journ. 17 Feb, 1609. Kennet,"
61,"* Besides the great alienation of the crown lands, the fee-farm rents never"
61,"encreased, and the other lands were let on long leases and at a great under-"
61,"value, little or nothing above the old rent."
64,"b Winwood, vol, ii. p. 438."
65,"c Journ. 18th April, 5th and 10th May, 1614, &c. 20 th February, 1625."
65,"See also Sir John Davis's question concerning impositions, p. 127, 128."
65,"d Sir John Davis's question concerning impositions, e Journ."
65,"23 May, 1610."
66,I FParliament. Hist vel. v. p. 241. & See note [F] at the end of
66,"the volume. * Patliament. Hist. vol. v. p. 25d.,.1I Journ."
66,"13 May, 1624."
67,"t Journ. ad, 11th December; 5th March, 1606."
68,"I Parliament. Hist. vol v. p. 247. Kennet, p. 681."
68,"m We learn from Wiwood's Memorials, vol, ii. p. 1973. the reason as-"
68,"signed for this particular im. ""From thence my lord treasurer came to the"
68,""" price; and here he said that the king would no more rise and fall like a mer-"
68,chant. That he would ot have a flower of his crown (meaning the court of
68,"""wards) so much tossed that it was too dainty to be so handled: And then"
68,"""he said, that he muss deliver the very countenance and character of the"
68,""" king's mind out of hs own hand-writing: Which, before he read, he"
70,"""K, James's Works, p. 531. 9 See note [G] at the end of the"
70,"yolume. 2 Kennet, p. 684"
71,"I Kennet, P s "" K. James's Works, p. as"
72,"aP. 259. edit. 1613. o Sir John Davis, p. 166."
73,"I Sir John Davis, p. 167. 9 Id. p. 173. 1 Id. p. 237."
74,"* Sir John Davis, p. 263. Id. p. 264, 265, &c. ""Id. p. 27"
74,* 1d. p. 278. Y d. p. 280.
75,"* Kennet, p. 688."
77,""" Kennet, p. 690. Coke, p. 37. Welwood, p. 272."
79,"I Kennet, p. 685, 686, &c."
81,"* Kennet, p. 686. I Idem, P. 687. * State Trials, vol, i. p. 228."
82,"State Trlals, vol, i. p. 235, 236. 252. Franklyn, p. 14."
83,"I State Trials, vol. i. p. 236, 237, &c."
84,"k State Tria's, vol. i. p. 223, 224, &c. Franklyn's Annals, p. 2,3 &c."
84,"Kennet, p. 693. State Trials, vol, i. p. 233, 234, sac."
85,"m 14th of May, 1612. n Franklyn, p. 11. 33. o Idem, p. 10."
85,"P Idem, p. 49. 9I Parliam, Hist. vol. v. P,286. Kennet, p. 696."
85,"Journ, 12 April, ad May, 1614, &c. Franklyn, p. 48."
86,"1 Journ. 17 Feb. 1609. It appears, however, that Salisbury was some"
86,what mistaken in this fact: And if the kings were not oftener refused supply
86,"' by the parliament, it was only because they would not often expose them-"
86,felves to the hazard of being refused: But it is certain that English parlia-
86,"ments did anciently carry their frugality to an extreme, and seldom could be"
86,prevailed upon to giv the necessary support to government.
86,"s Coke's Institutes, part 4. chap. 1. of charters of exemption."
86,"t Journ. 11 April, 1614."
87,"* lere May, Iourn. 12 21 May, 1614. y Journ."
87,"13 A pril, 1614. , ? See note [HI at the end of the volume."
87,"a Kennet, P. 696."
88,"* K. James's Works, p.532"
89,""" Preface to Waller's works."
90,"I Franklyn, p. 50. Kennet, vol, ii. p. 698. * Coke, p. 46, 47."
90,"Rush, vo i. P. 456"
91,"f State Trials, vol. i. p. 250. * Ibid. vol. i. P. 242."
92,"B Kennet, p. 699. I Coke, Weldon, &c * See Biog. Brit"
92,"article Coke, p. 1384."
93,"! Bacon, vol, iv. p. 617. m Franklyn, p. 30. Clarendon, 8vo edit"
93,vol. i. p. 10.
94,"a Rymer, tom. xvi. p 541. Winwood, vol, ii. p. 351. o Sir"
94,"Dudley Carleton's letters, p. 27, 28."
95,"P An annuity of 14,000 pounds during fifteen years, money being at 10"
95,"per cent, is worth on computation only 106,500 poaunds; whereas the king"
95,"received 250,000: Yet the bargain was good for the Dutch, as well as the"
95,king; because they were both of them freed from the maintenance of useless
95,garrisons.
96,"a Rushweorth, vol, i. p. 3."
98,1598. T1606.
100,"I Franklyn, p. 25. Spotswood."
101,§ 1596.
102,"t 17 Dec. 1596. u Spotswood, x 1bid."
102,Y July 1604.
103,"* Spotswood. * 6th June, 1610. b Spotswood."
103,""" 15th Feb. 1610."
104,"I Spotswood. Franklyn, p. 29"
105,"f Kennet, p. 709."
113,"I Kennet, p. 703. 748."
114,"m Rushworth, vol. i. p. 2. n1610. o La Boderie, vol. ii."
114,"P. 30. P Franklyn, p. 71."
115,"1 Rushworth, vol. i. p. 7, 8"
116,"1 Rushyorth, vol, i. p. 17, 14. s Franklyn, p. 49."
117,"t Rushworth, vol. i. p, 12, 13. * Franklyn, p. 48."
118,"Franklys, 44 Rush worth, yol. i. p. 14. * Ibid. p. 42, 4"
118,"Rush worth, vol, i. p. 15. Kennet, p. 723."
120,"Y Franklyn, p. 47. Rushworth, vol. i. 2 See note [K"
120,1 the end of the volume.
121,"Journ. 5 Dec. 1621 b Journ. 12, 16 Feb. 1620. e Journ."
121,16 Feb. 1620.
122,"I Franklyn, p. 51. Rushworth, p. 25. e Franklyn, P. 53."
122,"Rushworth, vol i. p. 27."
122,f Yelverton the attorney-general was accused by the commons for drawing
122,"the patents for these moropolies, and for supporting them. He apologized"
122,"for himself, that he was forced by Buckingham, and that he fipposed"
122,"be the king's pleasure. The lords were "" offended at these ariicles of ge"
122,"fence, though necessary to the attorney-general, that they sined hing oree"
122,"pounds to the king, 5000 to the duke. The fines, however, were aftergards"
122,"remitted, Franklyn, p. 55. Rushworth, vol. is P. 31, 33, &e."
124,"t It is thought, that appeals from chancery to the house of peers first"
124,"came into practice, while Bacon held the great seal. Appeals, under the"
124,"form of writs of error, had long before lain against the courts of law. Black"
124,"stone's Commentary, vol, iii. p. 454."
125,"h Rushworth, vol. i. P. 35. I Ibid. vol. i. p. 36. Kennet"
125,P. 733. * Journ. 1 Dec. 1621.
125,I To show to what degree the nation was inflamed with regard to the Pala-
125,"tinate, there occurs a remarkable story this session. One Floyd, a prisoner in"
125,"the Fleet, a catholic, had dropped some expressions, in private conversation, as"
126,if he were pleased with the misfortunes of the Palatine and his wife. The
126,commons were in a flame; and pretending to be a court of judicature and of
126,"record, proceeded to condemn him to a severe pun shment. The house of"
126,"lords checked this encroachment; and what was extraordinary, considering"
126,"the present humour of the lower house, the latter acquiesced in the sentiments"
126,"of the peers. This is almost the only pretension of the English commons, in"
126,"which they have not prevailed. Happily for the nation, they have been suc-"
126,"cessful in almost all their other claims. See Parliamentary History, vol. v."
126,"P. 428, 429, &c. Journ. 4. 8. 12 May, 1621."
126,"a Franklyn, p. 73."
128,"Franklyn, P. 60. Rushworth, vol. i. p. 43. Kennet, p. 741"
128,"P Franklyn, p. 60. Rushworth, vol. i. P. 44. Kennet, P. 741."
129,1 Ne sutor ultra crepidam. This expression is imagined to be insolent and
129,disopliging: But it was a Latin proverb familiarly used on all occasions.
129,"s Franklyn, p. 62, 63, 64. Rushworth, vol. i. p. 46, 47, &c. Ken"
129,"net, p. 743."
130,"t See note [L] at the end of he volume. u Journ, 18 Dec. 1621."
130,"Franklyn, p. 65. * Franklyn, p. 66. Rushworth, vol. i. p. 55."
136,"b Franklyn, p. 57. Rushworth, vol, i. p. 38."
138,"I Kennet, p. 749."
139,"* Franklyn, p. 69. Rushworth, vol. i. p. 63"
140,"f Rushworth, vol. i. p. 292. g Ibid. p. 69."
141,"h Rushworth, vol. i. p. 272."
141,"I We find by private letters between Philip IV. and the Condé Olivatez,"
141,"shown by the latter to Buckingham, that the marriage and the restitution of"
141,the Palatinate were always considered by the court of Spain as inseparable.
141,"See Franklyn, P7I. 7 Rushworth, vol. i. p. 7I. 280. 259. 300. Parl."
141,"Hist. vol. vi. p. 66. * Franklyn, p. 72"
142,"I Rushworth, vol. i. p, 66"
144,"m Clarendon, vol. i. p. 11, 12."
145,"a Clarendon, vol. i. p. 14. o Ibid, vol. i. p. 16."
148,"*? Franklyn, p. 73. ; I Idem, p. 74."
148,"1 Rushworth, vol. i. P. 71. , Hdem, vol. i p. 84"
149,"t Franklyn, p. 80. Rushworth, vol. i. p. 89. Kennet, p. 769."
149,"Rushworth, vol. i. p. 82. Franklyn, p. 77."
150,"* Ibid. vol. i. P. 1e. * Clarendon, vol. i. p. 36"
151,"a Rushworth, vol. i. p. 103. Clarendon, vol. i. p 37."
151,S Hacket's Life of Williams.
152,"Rushworth, vel. i. p. 105. Kennet, p. 776."
153,""" Franklyn, p. 80. Rushworth, vol. i. p. 112."
153,"f Rusworth, vol. i. p. 114."
154,"t To show by what violent measures benevolences were usually raised, John-"
154,"flone tells us, in his Rerum Britannicarum bistoria, that Barnes, a citizen of"
154,"London, was the first who refused to contribute any thing; upon which, the"
154,"treasurer sent him word, that he must immediately prepare himself to carry"
154,by post a dispatch into Ireland. The citizen was glad to make his peace by
154,paying a hundred pounds; and no one durst afterwards refuse the benevo-
154,"lence required. See farther, Coke, p. 80."
154,"* Franklyn, p.79. Rustworth, vol. i. p. 115. Kennet, p. 778."
155,"h Franklyn, p. 89, 90, 91, &c. Rushworth, vol. i. p. 119, 120, &c."
155,"Parl. Hist. vol. vi. p. 20, 21, &c."
155,I See note [M] at the end of the volume.
155,"k It must, however, be confessed, that the king afterwards warned the"
155,"house not to take Buckingham's narrative for his, though it was laid before"
155,them by his order. Parl. Hist. vol. vi. p. 104. James was probably asha-
155,imed to have been carried so far by his favourite.
156,"m Franklyn, p. 98. Rushworth, vol. i. p. 128. Parl. Hist. vol. vi."
156,"1e3. t Clarenton. vol. i'p b. * Franklyd, 7. 54. pg"
156,"Rushworth, vol. i. p. 129, 130."
157,"P See note [N] at the end of the volume. I Rushworth, vol. i."
157,"p.137. * Less than 300,000 pounds."
158,"See note [O] at the end of the volume. Clarendon, vol. i. p. 23"
158,""" Parl. Hist. vol. vi. p. 19."
159,"W Franlelyn, p. 101, 102. X* See farther, Franklyn, p 87. 7 Panl."
159,"Hist. vol. vi. p. 37. * Franklyn, p. 103."
161,"* Rushworth, vol. i. p. 144 Id. yol. i. p. 259"
162,"I Rushworth, vol, i. p. 144. Hacket's Life of Williams. Coke, p. 107."
163,"o See Collection of State Papers by the Earl of Clarendon, p.393."
164,"f Rushworth, vol. i. p. 153. * See note [P] at the end of"
164,the volume.
165,"I Rushworth, vol. i. p. 74. k Idem, ibid. p. 151."
166,"I Franklyn, p. 104. Rushworth, vol. i. P. 154. Dugdale, p. 24"
167,"m Rushworth, vol. i. p. 155."
171,* This history of the house of Stuart was written and published by the au-
171,thor before the history of the house of Tudor. Hence it happens that ome
171,"passages, particularly in the present Appendix, mey seem to be repetitiongior"
171,Yhet was formerly delivered in the reign of Elizabeth. The nicho in or
171,"er to obviate this objection, has cancelled some few passages in the foregoing"
171,chapters.
173,"o Rymer, tom. xvii. p. 200."
173,"P Rushworth, vol. ii. p. 473. In Chambers's case it was the unanimous"
173,"opinion of the court of King's Bench, that the court of star-chamber was"
173,E* term Mich 5 Car. I. See further Camden's Brit. Vol. . introd. pa 54
173,"Edit, of Gibson."
174,"I Doring several centuries, no reign had passed without some forced loans"
174,from the subject.
175,See note [Q] at the end of the volume See note [R] at the
175,"end of the volume,"
178,WSee his esshy De unitate ecclesiae.
179,* See Cicero de leg bus. X 28th of Elizabeth. See State Trials. Sir
179,"Robert Knightly, vol. vii. edit. 1. Y Rymer, tom. xvii. p. 523."
180,"* Id, ibid. a Rymer, tom, xvii. p. 616."
181,"Kennet, p. 685. Camden's Brit. vol. i. p. 370. Gibson's edit."
182,Herbert's Memolrs.
183,"* Apophthegms, I Rymer, tom, xvii. p. 632."
184,"& Cabbala, p. 224. first edit."
188,"m Coke's Inst. book iv. chap. i. of fifteenths, quinzins."
188,"dies temporary. ; Journ. 11 July, 1610. P Coke's Inst."
188,"book iv. chap. i, subsidies temporary. 98See Statutes at large."
190,s Rymer; tom. xx. p. 187. t See a compendium or dialogue inserted
190,"in the Memoirs of Wool, chap. 23."
190,"P. 449. Y Rymer, tom, xix. p. 511"
191,* We may judge of the great grievance of purveyance by this circumstance
191,"that the purveyors often gave but sixpence for a dozen of pigeons, and two"
191,"pence for a fowl. Journ. 25 May, 1626."
191,"Y Rymer, tom. xvii. p. 441. et seq."
191,2 This volume was writ above twenty years before the present editiono
191,"1778. In that short period, prices have perhaps risen more, than during the"
191,preceding hundred and fifty
192,"a Journ. 1 March, 1623. b Stowe. See also Sir Walter Raleigh"
192,"of the prerogatives of parliament, and Johnstoni hist. lib. xviii. Stowe."
192,"I In the Harleyan miscellany, vol. iv. p. 255. e Rymer, tom. xvi."
192,P 717.
193,f Of the invention of shipping. This number is much superior to that
193,"contained in Murden, and that delivered by Sir Edward Coke to the house of"
193,commons; and is more likely.
193,"& Sir William Petty. I h Sir Edward Walker's political discourses,"
193,p. 270. I Coke's Inst. book iv. chap. 1. Consultation in parliament
193,for the navy.
194,"* By Raltigh's account, in his discourse of the first invention of shipping"
194,"the fleet in the twenty-fourth of the queen, consisted only of thirteen ships,"
194,and were augmented afterwards eleven. He probably reckoned some to be
194,"pinnaces, which Coke called ships."
194,"I Journ. 11 March, 1623. Sir William Monson makes the number a-"
194,"mount only to nine new ships, p. 255. m Stowe. n Parl. Hist."
194,"vol. vi. p. 94. § Rymer, tom. xvii. p. 413."
195,P See note [§] at the end of the volume. I The trade's encrease
195,"n the Harleyan Misc. vol. iii. * Remarks on his travels, Harl. misd"
195,"vol. ii. p. 349. Naval Tracts, p. 329. 350. * Raleigh's"
195,"observations u Journ. 26th May, 1621."
196,"v Journ. 20 May, 1614. Raleigh, in his observations, computes the"
196,"loss at 400,000 pounds to the nation. There are about 50,900 undressed"
196,"cloths, says he, exported yearly. He computes, besides, that sbovt 100,000"
196,pounds a-year h d been lost by kersies; not to mention other articles. The
196,"count of 200, 00 cloths a-year exported in Elizabeth's reign seems to be"
196,eraggerated
196,"* Rymer, tom. xvii. p. 415. Y Id. ibid."
197,"I Rymer, tom. xvii. p. 410 a Stowe,"
198,Brers. 26th Nov. 1621. Ia 16. * Johnstons hist
198,1I
199,"* Misselden'e Circle of Commerce, p. 121. Id. ibid. † Happy"
199,"suture State of England, p. 78. * Munn's Diseourse on the East-Imdia"
199,Trade.
200,"Munn's Dis- ourse on the East-India Trade, p. 17 h Anderson,"
201,"* Rymer, tom. xvii. p. 621."
202,"I Rymer, tom. xviii. p. 621. 673."
204,"m The name of Polynices, one of Oedipus's sons, means in the original"
204,"much quarrelling. In the altercations between the two brothers, in JEschy-"
204,"lus, Sophocles, and Euripides, this conceit is employed; and it is remarks"
204,"able, that so poor a conundrum could not be rejected by any of these three"
204,"poets, so justly celebrated for their taste and simplicity. What could Shake-"
204,"speare have done worse? Terence has his inceptio ft amnentium, non amantium."
204,Many similar instances will occur to the learned. It is well Koown that
204,"Aristotle treats very seriously of puns, divides them into several classes, and"
204,recommends the use of them to orators.
206,"n Invenire etiam barbari solent, disponere et ornare non nist exuditus. PLIN"
212,"I Rymer, tem. xviis Pe"
214,"1 Rushworth, vol. i. p. 171. Parl. Hist. vol. vi. p. 346. Franklyn,"
215,"s A subsidy was now fallen to about 56,000 pounds. Cabbala, p. 224"
215,first evit.
220,"u Dugdale, p. 25, 26"
221,W Parl. Hist. vol. vi. p. 346.
221,": Rush. vol. i. p. 177, 178, &c. Parl. Hist. vol. vi. p. 399. Franllyn"
221,P. 108. 109. Journ. 1o Acg. 1625. ; Y Rush. vol. i. . 180.
221,a Parl. Hist. vol. vi. p. 590.
223,"* Franklyn, p. 109. Rush. vol. i. p. 175, 176, &c. 325, 326, &c."
223,"Journ. 18 April, 1626."
224,"Franklyn, p. 3, && I Parl. Hist. vol. vi. p. 374. Journ"
224,"1 Aug. 1625. 26 Paltl, Hist. vol. vi. p. 353. Journ. 7 July, 1625."
225,"I Rush. vol. i. p. 281. 18 1Car. I. cap. 1. Journ. 21 June, 162"
225,"h Franklyn, p. 113. Rushworth, vol. i. P. 10."
225,"I The plague was really so violent, that it hac been moved in the house,"
225,"at the beginning of the sefsion, to petition the king to adivern them Jouriz"
225,"21 June, 1625. So it was impossible to enter upon grievances, even if there"
225,"had been any. The only business of the parliament was to sive supply, which"
225,"was so much wanted by the king, in order to carry on the war in which they"
225,had engaged him.
226,"* Rush. vol. i. p. 192. Parl. Hist. vol. vi. p. 407. I Franklyn,"
226,"P. 113. Rushworth, vol, i, p. 196."
228,"o Parliamentary History, vol. vi. p. 449. Rushworth, vol. i. p. 224."
228,"P His credit with the king had given him such influence, that he had no"
228,less than twenty proxies granted him this parliament by so many peers;
228,"which occasioned a vote, that no peer should have above two proxies. The"
228,"earl of Leicester in 158; had once ten provies, DEwes, p. 314."
229,"I Rushworth, vol, i. p. 236. T Ibid, vol. i. p, 237. Franklyn."
229,"P. 120, &c. * Rushworth, vol. i. p. 256. 262, 263, &c. Franklys"
229,P. 123 &c.
230,"s Rushworth,"
230,"vol. i. p. 306, &c. 375, &c. Journ. 25 March, 166. 1 Whitlocke,"
230,7. 7.
231,"e note [T] at the end of the volume. V Rushworth, vol. i."
231,P 371.
232,"Y Id. ibid. p. 451. Rushworth,"
232,"vol. i. p. 225. Franklyn, p. 118. ? Rushworth, vol. i. p. 359."
232,"Whitlocke, p. 6."
233,"* Rushworth, vol. i. P 356. b Id. ibid. p. 358. 361. Franklyn,"
233,"*. 180. "" Rushworth, vol. i. p. 363, 364, &. Franklyn, p. 181."
234,"I Franklyn, p. 195. Rushworth. * See the list in Franklyn and"
234,"Rusiworth. Rushworth, vol. i. P. 209."
235,"* Huftworth, vol. i. P. 400. Franklyn, p. 199 h Franklyn,"
235,E. 178.
236,"i Rushworth, vol. i. p. 398. K Sanderson's Life of Charles I."
236,"re I Franklyn, p. 203, &c. Parl. Hist. yol. vii. 50e"
238,"m Rushworth, vol. i. p. 413. Whitlocke, p7."
238,"vol. pt S5. Franklyn, P. 206. o Rushworth ut sopra."
239,"I R*ererss vol. i. p. 416. Ibid. P. 418. Whitlocke, p. 8."
240,"r Rushworth, vol. i. p. 419. Franklyn, p. 207. s Rushworth"
240,"vol. i. p. 422. Franklyn, P. 208. t Rushworth, vol. i. P 41"
241,"t Rush worth, vol. i. p. 429. Franklyn, p. 210."
241,"Rushworth, vol. i. p. 458. Franklyo, p. 224. Whitloo"
242,w t4 Eaw. III. cap. 4. 28 Edw. III. cap. 3. 37 Edw III. cap 1
242,28 Edw HII. cap. 9. 414 Edw. III. cap. 3. 1 Richard II. cap. 12.
243,"Rushworth, yol. P. 462. 2 State Trials, vol. vii. p. 147."
243,"* State Trials, ibid. p. 161."
244,"* Rushworth, vol. i. p. 419. * Ibid. I 1bid. p. 4212."
244,"* Ibid. p. 431. "" Parl. Hist, vol. vii. p. 310."
245,"* Rushworth, vol. i. p. 419. Whitlocke, P. 7."
248,"A Clarendon, vol. i. p. 38. I Memoirs de Mad, de Motteville"
248,"Clarendon, yol. i. p38. I Rushworth, vol. is B 423 424."
250,"m Rushworth, vol. i. p. 426. n Whitlocke, p. 8. Sir Philis"
250,"Warwick, p. 25."
253,"* Franklyn, p. 230. P Sanderson, p. 106. Walker, p. 339."
254,"1 Rushworth, vol. i. p. 477. Franklyn, p. 233. I Rushworth,"
254,"vol. i. p. 479. Franklyn, p. 231."
256,"s Flanklyn, p. 243. Rushworth, vol, i. p. 499."
258,"t Franklyn, p. 2445. Parl. Hist. vol. vii. p. 363. Rushworth, vol. i."
258,P502.
259,"WFranklyn,"
259,"Rushworth, vol. i. p. 513. Whitlocke, P. 9. * Kesh worth,"
259,"yol. i. p. 526. Whitlocke, P. 9"
264,"y Whitlocke, p. 10"
265,"7 State Trials, vol. vii. p. 187. Rushworth, vol. i. p. 546. a"
265,"Trials, vol. vii. p. 193."
266,"b State Trials, vol. vii. p. 16. Rushworth, vol. i. p. 556. o State"
266,"Trials, vol. vii. p. 198. Rush orth, vol. i. p. 560. Parl. Hist. vol. viii."
266,P. 111.
267,"* State Trials, vol. vii. P. 199. Rushwort, vol i. p. 561. Parl. Hist."
267,"Yol. Mi. p. 116. Whitlocke, p. 10. . See note fU] at the end of"
267,"the volume. f State Trials, vol. vii. 1. 112. Rushworth, yok."
267,P590.
268,1 Parl. Hist. vol. viii. p. 206.
269,"h Rushworth, vol. i. p. 585, 594. Parl. Hist. vol. viii. p. 168, 169, 170,"
269,"&c. Welwood, p. 44. I Rushworth, vol. i. p. 65. Parl. Hist."
269,"vol. yiii. P. 212. k Rushworth, vol. i. p. 635. Whitlocke, P. 1."
269,"! Rushworth, vol. i. p. 667. * Ibid. vol. i. p. 605."
270,n Ibid vol. i. p. 610. Parl. Hist. vol. viii. p. 197.
270,"o Rushworth, vol. i. p. 613. Journ. 7 June, 1628. Parl. H ist. vol."
270,"viii. p. 201. P Rushworth, vol. i. p. 613."
271,Rush. vol. i. p. 614. Porl. Hist. vol. viii. p. 214
271,I Journ.
271,"13 June, 1622."
272,I Rush. vol. i. p. 612.
273,": Rush. vol. i. p. 619. Parl. Hist. vol. viii. 219, 220, &c. t Rush."
273,"re P. 628. Journ. 18, 20 June, 1628. — Journ. 26 june,"
273,1628.
274,"w May's Hist. of th Parliament, p. 10."
276,"* Clarendon, vol. i. p. 27, 28."
277,"y Warwick, p. 34."
278,* Rush. vol. i. p. 63.
279,"a State Trials, vol. vii. p. 216. Rush. vol. i. p. 647. b State"
279,"Trials, vol. vii. p. 216. Parl. H st. vol. viii. P. 246. * "" Parl. Hist."
279,"yol. viii. p. 339,340"
280,I 6 Henry VIII. cap. 14.
281,f See note [X] at the end of the volume.
282,"* Rushworth, vol. i. p. 644. Parl. Hist. vol. viii. p. 256. 346."
284,"h Rushworth, vol. i. p. 642."
284,p. 12.
288,"k Essly of Atheism. I Rushworth, vol. i. p. 646. Parl. Hit"
288,"m Rushworth, vol. i. p. 655. Parl. Hist. vol. vii"
288,"yol, viii. p. 260."
288,"p. 289. 2* Rushworth, vol. i. p. 654. Parl. Hist. vol. viii. p. 301"
289,", Rushworth, vol. i. p. 653. P Ibid. p. 658. I Parl. Hist."
289,vol. viii. p. 326.
289,"The king's power of adjourning as well as proroguing the parliament,"
289,"was and is never questioned. In the 19th of the late king, the Judnes deter"
