Page number,Footnote text
63,"I Knox, p. 292. Buchan. lib. xvii. c. 20. Haynes, vol. i. p. 372."
63,"* Keith, p. 201. f Knox. p. 311, 312."
64,"* Knox, p. 310. h Ibid, p. 288. I Ibid. p. 326."
65,"* Knox, p.332, 337. I shid. p. 321. m Ibid. p. 330."
65,a Ibid. p. 294.
67,"* Knox, p. 302, 303, 304. Keith, p. 509. P Knox. Tbid."
68,"9 Knox, p. 336, 342. I Keith, P. 202."
69,"s Knox, p. 296. Keith, p. 210."
70,"I Iebb, vol. ii. p. 456."
72,"* Buchanan, lib. xvii. c. 14—17. Camden, p. 385. Spotswood"
72,"p. 180, 181. : Ibid. p. 181. * Haynes, vol. i. P- 377"
73,"Y Camden, p. 388. Strype, vol. i. p. 230, 376, 337."
74,"* Haynes, vol. i. p. 233."
76,"* Haynes, vol. i. p. 369, 378, 396. Camden, p. 389. Heylin, p. 154."
77,"* Strype, vol. i. P. 333. Heylin, p. 154."
79,""" Thuanus, lib, xxiii, cap. 14."
81,"d Digges's Complete Ambassador, p. 369. Haynes, p. 585. Strype,"
81,"vol, iv. No 246. "" Haynes, vol, i. p. 280, 281. 283, 284."
83,"g Davila, lib. iii. h Father Paul, lib. vii. I 1bid."
83,"I Ibid, Haynes, p. 391."
84,"I Forbes, vol. ii. p. 48."
85,"* Forbes, P. S4 a51. a Ibid. vol. ii. p. 199. 9 1bid. p."
86,"P Forbes, p. 320. Davils, lib. iii."
87,"q Forbes, vol. ii. p. 312. 3147."
88,1 Sir Simon D'Ewes's Journ. p. 81.
89,": Keith, p. 32."
90,"Sir Simon D'Ewes's Journal, p. 715 ""5 Eliz, c. 1."
90,"V Strype, vol. i. p. 260"
91,"* 5 Eliz. c. 15. Y Ibid. c., * Forbes, vol."
92,"* Forbes, vol. ii. p. 276. 277."
93,"b Forbes, vol. ii. p. 79. Ibid. p. 158."
94,"d Forbes, vol. ii. p. 377. 498. * Ibid. p. 450. 458."
94,f Ibid. P. 498. Ste note [F] at the end of the volume
95,* Ibid. p. 253.
96,"in Forbes, vol, ii, p. 287. Strype, vol. i. p. 400. n Keith,"
96,"p 247. 214. * * A "" Melvil, p. 41. P Keith, p. 243. 249."
96,259. 265.
97,"qI Camden, p. 396."
98,"* Keith, p. 269, 270. Appendix, p. 158. Strype, vol. i. p. 414"
98,"s Haynes, p. 447."
99,"Melvil, p. 49, 50. u Keith, p. 264."
100,"w Keith, p. 261. *x Ibid. p. 280. 282. Jebb, vol. ii. p. 46."
100,"Y Keith, p 55. 259. 272. 2 Melvil, P. 42."
101,"* Keith, p. 274, 275. b Ibid p. 290,"
102,""" Spotswood, p. 198. 6"" Father Paul, lib. vii. "" Keith,"
102,"p. 268. "" Ibid. p. 545. Knox, p. 374."
103,"& Keith, p. 550, 551. 1 Ibid. p. 546. Knox, p. 381."
103,"I Knou, p. 377."
104,"See note [6] at the end of the volume. I Keith, p. 293,294"
104,"300. 3or m Knox, p. 380. Keith, Aprpend. p 164. Anderson,"
104,yol. 1ii. p. 194.
105,"* Knos, p. 381. * Ibid. p. 380.385."
106,"I Melvil, p. 57. Knox, p. 388. Keith, p. 319. Crawford, p. 62, 67."
106,"I Melvil, p. 60. I Ibid, P. 59 0, 61, 62, 63. Keith, p. 522."
107,"* Keith, p. 325. Melvil, p. 63. * Davila, lib. iii."
108,"v Melvi, p. 63. Keith's Append, p. 176. * Keith, p. 287,"
110,"Y Keith, p. 282. 302. Crawford's Memoirs, p. 5. Spotswood, p 193"
110,"See note [HI at the end of the volume. * Kiith, p. 346."
110,"Melvil, p. 4."
111,"b Buchanan, lib. xvii. c. 60. Crawford, p. 6. Spotswood, p. 104. Knor,"
111,"p. 393. Jebb, vol. i. p. 456. I * Crawford, p. 7."
111,"Goodall, vol, i. p. 266. Crawford, p. 7."
112,"* Melvil, p. 64. Keith, P. 330, 331. Crawford, p. 9."
113,"f Melvil, p. 75, 76. Keith, p. 114. Knox, p.308"
113,"t Goodall, vol. i. p. 280. Keith Append. p. 167."
114,"h Melvil, p. 6, 67. I Ibid. p. 69, 70."
115,"E Camden, p. 397. I D'Ewes, p. 129."
115,""" Jbid. p. 124."
116,"* D'Ewes, p. 127, 128. o Ibid, p. 128."
116,"P Camden, p. 490."
117,"1 D'Ewes, p. 128. r Ibid. p. 130."
118,"1 D'Ewes, p. 116, 117. 1 Camden, P. 400."
118,"Haynes, P. 446. 448. v Melvil, B. 5 61. 74."
119,"* Keith, p. 240. : 3 Melvil, p. 66, 77. 2 Keith,"
119,345348.
120,"* Camden, p. 404. Goodall's Queen Mary, vol, ii, p. 317."
121,"b It was imagined, that Henry had been strangled before the house was"
121,blown up. But this sopposition is contradicted by the confession of the cri-
121,minals; and there is no necessity to admit it in order to account for the
121,condition of his body. There are many instances that men's lives have been
121,saved who had been blown up in ships. Had Henry fallen on water he had
121,not probably been killed.
121,"""Melvil, p. 78. Cabbala, p. 146. d Anderson's Collections,"
121,"yoly ii. p. 38. vol, iv. p. 167, 168. Spotswood, p. 200. Keith, p. 374."
122,"* Keith, p. 372. Anderson, vol. ii. p. 3. I Keith, p. 373."
122,"* Ibid. p. 374 375. I h Tbid. P. 405. I Anderson,"
122,vol. i. p.38. 40. 50. 52. *† Ibid. vol. ii. p. 274.
122,"I Spotswood, p 201."
123,"a Keith, p. 376."
123,"Anderson, vol. ii. p. 106. Spotswood, p. 201. Spotswood,"
123,"p. 201. Anderson, vol. i. p. 113. T Keith, p. 175. Anderson,"
123,"vol. ii. p. 93. Spotswood, p. 201. 1 Keith, p. 78. Crawford,"
124,"1 Keith, p. 380. s Ibid. p. 381."
124,† See note [I] at the end of the volume.
125,""" Melvil, p. 80. ; v Sp tswood, p. 202."
126,"* Anderson, vol, iv. part ii. p. 61."
127,"Y Anderson, vol. ii. p. 280."
128,"a Spotswood, p. 203. Anderson, vol. ii. p. 280."
129,"* Spotswood, p. 203. Melvil, p 82. Reith, p. 392."
129,"Digges, p. 14. : "" Melvil, p. 82. Keith, p. 402. Anderson,"
129,"vol. i. 1. 134. I Crawford, P. 1. Keith, Pres. 7. ."
132,"* Keith, p. 394."
133,"f Keith, p. 402. Spotswood, p. 207. E Melvil, p. 33. 84."
134,"h Anderson, vol. ii. p. 165, 166, &c. I Keith, p. 419."
134,"k Melvil, p. 84. The reality of this letter appears somewhat disputable"
134,chiefly because Murray and his associates never mentioned it in their accusa-
134,tion of her before queen Elizabe h's commissioners.
137,"m Keith, 1 414, 415. 429. n Ibid. p. 416. o Ibid. p 427."
137,† Ibid. p. 40.
138,"1 Keith, p. 428. Ibid. P. 422. 426. S Melvil, p. 85."
138,"Spotswood, P. 211. Anderson, vol. iii. p. 19."
139,"t Keith, p. 439, 440. u Ibid. p. 440. Append. p. 150. ."
139,"P. 430. * Melvil. p. 87. Keith, p. 445. 17 Anderson,"
139,"vol. ii. P. 206, & seq."
140,"* Buchanan, lib. xviii. c 53."
141,"* Keith, P. 475. b Ibid. p. 465. Cabala, p. 141. "" Keith,"
141,P462.
142,"I Keith, P. a in the notes. Anderson, vol. is p. 26. * Jebb's"
142,"Collection, vol. i. p. 420."
143,"f Cabala, p. 140."
146,"Anderson, vol. iv. p. 54. 66. 82, 83. 86. * sbid. p. 1o"
146,I 1bid. p. 1316.
147,"* Anderson, p. 1620. I Ibid. p. 11, 12, 13. 109, 110."
148,""" Anderson, vol. iv. p. 54. 71, 72. 74 78. 92."
149,"n Anderson, yol. iv. part 2. p. 40. ; o Ibid. 14 15 &c."
149,"Goodall, vol, ii. p. 110."
150,"r Anderson, vol iv. part 2. p. 52. Goodall, vol. ii. p. 128. Haynes,"
150,478.
151,"a Anderson, vol. iv. part 2. p. 64, & seq. Goodall, vol. ii. p. 144."
151,"* Anderson, vol. iv. part 2. p. 60, & seq. Goodall, vol. ii. p. 162."
151,"& Anderson, vol. iv. pert 2. p. 45. Goodall, vol, ii. p. 127."
152,"t Anderson, vol. iv. part 2. p. 47, 48. Goodall, vol. ii. p. 159."
152,"a Crawford, p. 92. Melvil, p. 94, 95. Haynes, p. 574"
152,"Anderson, vol. iv. part 2. p 77. * Ibid. 57.71. Sut"
152,"Trials, vol. i. p. 76."
153,"y Anderson, vol. iv. part 2. p. 55. Goodall, vol. ii. p. 130."
153,"* Anderson, vol. iv. part 2. p. 99. * Ibid. p. 95. Goodall,"
153,yol ii. p. 177. 179.
154,"b Goodall, vol ii. p 199. "" Anderson, vol. iv. part 2. p. 115"
154,"& seq. Goodall, vol. ii. p. 206. I Anderson, vol. iv. part 2."
154,"P. 122. Goodall, vol. ii. p. 208. * Anderson, vol. iv. part a."
154,"P. 125, & seq. Goodall, vol. ii. p. 184. 211. 217."
155,"f Lesley's Negociations in Anderson, vol. iii. p. 15. Haynes, p. 487."
155,"* See note IK] at the end of the volume. Anderson, vol. iv."
155,"part 2. p. 147. Goodall, vol. ii. p. 233."
156,"I Anderson, vol. ii. p. 115. Goodall, vol. ii. p. 1."
156,"* Anderson, vol, ii. part 2. p. 165, &c. Goodall, vol. ii. p. 243."
156,"I Anderson, vol. ii, p. 193. Goodall, vol. ii. p. 76."
157,"m Anderson, vol. ii. part 2. p. 135. 139. Goodall, vol. ii. p. 224."
157,"""n Anderson, vol. iv. part 2. p. 139 145. Goodall, vol. ii. p. 228."
157,o See note (L] at the end of the volume.
158,"P Anderson, vol. iv. part 2. p. 170, &c. Goodall, vol. ii. p. 254."
158,"nderson, vol. iv. part 2. p. 179, &c. Goodall, vol. ii. p. 268"
158,"I Anderson, vol. iv. part a. p. 185. Goodall, vol. ii. p. 269."
159,"s Cabala, p. 157. t Goodall, vol. ii. p. 280."
159,"a See note [M] at the end of the volume. w Goodall, vol. i."
159,"P. 253.283. 289. 310, 311. Haynes, vol. i. p 492. See note IN] at the"
159,"end of the volume. x Rymer, tom. xv. p. 677. Y MS. in the"
159,"Advocate's library. A. 3. 29. p. 128, 129, 130. from Cott. Lib, Cal. c. 1."
162,"b Haynes, p. 587. Camden, p. 406. d 1bid. p. 407, 4e8."
165,"* Burnet, vol. ii. p. 152. Heylin, 7. 90. f Strype, vol. is"
165,g Jbid. p. 416.
166,"f Keith, p. 565. Knox, p.402. * Heylin, preface, p. 3. Hist"
166,p. 106.
167,"preacpedioepore her, of ibe sign of the cress, she called. aloud to bim from her"
167,"choset window, commanding bim to retire from that ungodly digression and to return"
167,"imo is text. I And on the other side, whben one of her divines had preached a"
167,"e roi in defence of the real presence, she openly gave bim thanks for bis pains and"
167,"riety, Hewiin, P 124. She would have absolutely forbidden the marriage"
167,"of the clergy, if Ceeil had not interposed. Strype's Life of Parker, P. 107,"
167,"t0s, 105. She was an enemy to sermons; and usually said, that she thought"
167,iwp or three preachers were sufficient for a whole county. It was probably
167,"that she 4 like an untamed heifer, that would not be ruled by God's"
167,"people, but obstructed his discipline. See Life of Hooker, presixed to his"
168,"I Strype's Lise of Whitgist, p. 460"
170,"* Lesley, p. 36, 37."
171,"I Lesley, p. 40. 41. 1 State Trials, p. 76.78. 1* Lestey, p. 41."
172,"o Lesley, p. 55. Camden, p. 419. Spotswood, p. 230. P Haynes,"
172,Pe S35.
173,"1 Lesley, p. 50. Camden, p. 420. Hayne"
173,"I Camden, p. 417."
173,"s Lesley, p. 62. t 1bid. p. 63."
174,"u State Trials, vol. i. p. 82. w Camden, p. 420. Spotswood, p. 231."
174,"x Lesley, p. 71. It appears by Haynes, p. 521.525, that Elizabeth had"
174,heard rumours of Norfolk's dealing with Murray ; and charged the latter to
174,"inform her of the whole truth, which he accordingly did. See also the earl"
174,of Murray's letter produced on Norfolk's trial.
175,"Y Lesley, p. 76. * Ibid. p. 98. * Ibid. p. 77."
176,"b Camden, p. 420. ""Haynes, p. 528. I Ibid. p. 379."
176,"Camden, r 421. Haynes, p. 540. I Lestey, P. 80. 1 Haynet"
176,T 552.
177,"h Haynes. p. 595. Stryre, vol. ii. append. p. 30. MS in the Alvo-"
177,"cates Library from Cott. Lib. Cal. o. I Cabala, p. 159 Strype,"
177,"vol. i. p. 547. k Stowe, p. 663."
178,"Cabala, p. 170. Digges, p. 4 m Camden, p. 423."
179,"B Lesley, p. 82. o sbid. p. 98. Camden, p. 419. Haynes"
179,"II P Lesley, p. 232. Haynes, p. 511. 548."
180,I MSS. in the Asvocates' Library. A. 329. p. 137. from Cott. Lib
180,catal. c. 1.
181,"Spetswood, p. 230, 231. Lesley, p. 71. * Comden, p. 425"
181,"Lestey, r. 83. 1 See note O] at the end of the velume."
182,"I Lessey, P 91 "" Spotswood, p. 240."
183,"X Spotswood, p. 241. y 1bid. p. 243. 2 Crawford, p. 136."
183,"I See note [P] at the end of the volume,"
184,"* Spotswood, p. 245. Lesley, p. 101. "" Lesley, p 109, &c."
185,"I Spotswood, p. 25. Itid. P. 247, 248. f Ibid. P. 248"
185,"49 & Hayes, p. 623."
186,"I Spotswood, P. 249, 250, &c. Lesley, p. 135. 146. Camden, p. 431,"
186,"i Camden, P. 427. * Ibid. p. 41. from Cajtanus's"
186,"hise of Pius V. Camden, p. 428."
187,""" D'Ewes, p. 141."
188,""" D'Ewes, p.8s. Ibid. P. 156, 157. P Ibid. p. 167."
188,* 1bid. p. 158. 1 Ibid. p. 166.
189,"* D'Ewes, p. 166. 1 1bid. p. 167. Jbid, p. 175."
190,"* DIEwes, p. 175, 176. Y Ibid. p. 175."
191,"2 D'Ewes, p. 175. 2 Ibid. p. 176. 8 Hdem ibid."
192,""" D'Ewes, p. 180. 185. I Ibid. p. 185. * Ibid. p. 159."
193,"f D'EWES, p. 160. Ibid. p. 168."
194,"E D'Ewes, p. 175. I Ibid. p. 242."
197,"I It appeared this session, that a tribe of four pounds had been given to"
197,"mayor for a seut in parliament. D'Ewes, p. 181. It is probable, that the"
197,member had go other iew than the privilege of be ng free from arrests.
198,"*i. a Cemden, p. 436. * 13 Eliz. c. 2."
198,? Ibid. c. 8.
200,""" Davila, lib. 4."
201,"1 Haynes, P 471s"
202,"s Camden, p. 423-"
204,"t Camden, p. 433. Davila, lib. S. Digges's Complete Ambassador,"
204,"P. 34. 110, 111."
205,"I Grotii Annal. lib. 1. Father Paul, another great authority, computes"
205,"in a passage above cited, that 50,000 persons were put to death io the Low"
205,Countries alone.
209,"I Bentivo io, pert I. lib. v. Camden, p. 416. * Lesley, p. 123."
209,"State Trials, vol. i. P. 87."
210,"Y Lesley, p. 123. 2 Haynes, p. 571."
210,"vol. i, p. 102."
211,"b Lesley, p. 155. State Trials, vol. i. p 86, 87. "" Lesley,"
211,"J 159.161, Camden, p. 431. I State Trials, vol. i, p. 93."
212,"* Lesley, p. 158. Ibid. p. 165. State Trials, vol. i. p. 8"
212,"Camden, p. 434. Digges, p. 134. 137. 140. Strype, vol. ii. p. &a"
212,"I Lesley, 1"
213,"h Lesley, p. 175. i Ibid. p. 189. Spotswood. k Carte,"
213,"P521. from Fenelon's Dispatches. Digges P. 166. Strype, vol. ii. p. 83."
214,"I Camden, p. 440. Strype, vol. ii. App. p. 235. m Digges, p. 16."
214,"1O7. StryPe, yol ii. P* 51, 52t * Ibid. p. 194. 208, 309. Stryp¬"
214,yol. iiy p. 40. 51.
215,"9 Camden, p. 442. 17 D'Ewes, P. 207, 208, &c 1 Ibid."
215,pig 241. I Ibid. p. 213. 238.
216,""" Digges, p. 152. t Spotswood, p. 263. Diggen, p. 156."
216,165. 169.
217,"* Spotswood, p. 268. Y Camden, p. 449."
218,"* Digges, p. 8. 39. * Camden, p. 443."
219,"b Davila, lib, v."
220,""" Digges, p. 247. "" Carte, vol. iii. p. 522. from Fenelon's Dispatches."
221,"""Digges, p. 247, 248."
222,"f Digges, p. 268. 282. * Ibid. passim. Camden, p. 447"
223,"Vrero 298. Camden, * 44 I Digges, p. 343."
224,"* Digges, p. 335. 341. I Davila, lib. v."
227,"m Camden, p. 452."
228,"1 Camden, p. 443."
230,""" Bentivoglio, lib. 7."
231,"P Grotius, lib. 2."
232,"I Digges, P. 3"
233,"I Camden, p453, 454"
234,"* Camden, p. 466. Grotius, lib. iii."
235,"t Camden, p. 466."
237,"I Camden, P. 459. W Walsingham's Letter in Burnet, vol. ii"
237,"p. 418. Cabala, T1406"
238,"Strype's Life of Parker, F. 342. Ib'd Life of Grindal, p. 115."
238,"I Hierlin, pe 45. 166. * D'Ewer, 5. 245. Cameen, p. 44"
238,"* D'Ewes, p. 246. b Ibid. 245."
240,"D'EwEeS, p. 236, 237, &c."
241,""" P'Ewes, p. a41 * Ibid. p. 244."
242,"I D'Ewes, p. 259. * Ibid. p. 252. h Ibid. p. 257."
243,"* D'Ewes, p. 246."
246,"I Digges, p 412. 428. Melvil, p. 130. m Spotswood, p. 309."
246,"I Ibid. p. 34 Cravfford, p. 333. Moyse's Memoirs, P. 54"
247,"* Spotswood, p. 312. P Digges, p. 359370."
248,"q1 Camden, p. 475. Cox's history of Ireland, p.368. 1 Camden,"
248,"P48. Stowe, P. 689. Camden, p. 478. Hakluyt's Voya"
248,"yol. iii. p. 730. 748. Purchas's Pilgrim, vol, i. p. 46."
249,"t Camden, P. 480."
250,"I 2y Sar I . * Ibid. cap. 2. * D'Ewes, p. 301."
250,"y Ibid. p. 284, 285."
253,"2 Camdes, 5. 477."
254,"* Camden, p. 471. h Idem ibid."
256,"Digges, p. 387. 396. 408. 426. I Ibid. p. 352."
256,* Ibid. p. 375. 391.
257,"I Digges, p. 392. E Ibid. p. 408. h See note [Q] at the"
257,"eod of the volume. I Digges, p. 357.387, 388. 409. 426. 439"
257,"Rymer, xv. p. 793."
258,"k Cam'en, p. 486. Thuan. lib. 74. I Camden, p. 486."
260,"a Letters of the Sydneys, vol. i. p. 287, & seq. Cabala, p. 363"
261,"n Camden, p. 486. ? Spotswood, p. 319."
262,"P Spotswood, p. 520. q Ibid. p. 322."
263,"I Heylin's Hist, Presbyter. p. 227. Spotswood. s Spotswood,"
263,p.328.
264,"Spotswood, p. 324."
268,"W Jebb, vol. ii. p. 540. * MS. in the Advocates' Library, A"
268,28. p. 401. from the Cott. Lib. Calig. c. 9.
269,"Y Spotswood, p. 325, 326, & seq. * Melvil, p. 140, 141."
269,"Strype, vol. iii, p. 165. : * Melvil, p. 148. Jebb, vol. ii. p. 5."
272,"a Camden, p. 499. * Strype, vol. iii. p. 246."
272,"f State Trials, vol. i. p. 122, 125."
273,e a7 Eliz. cap 1. h Ibits. cap. a.
276,"Neal's History of the Puritans, vol. i. p. 410."
279,""" See note [R] at the end of the volume. o Rymer, vol. xvi."
279,P. 292. 386. 400.
281,"r State Trials, vol. i. p. 104, & seq. Strype, vol iii. p. 255, & seq."
281,"a See note [S] at the end of the volume. 1 Camden, p. 495"
284,"s Camden, p. 507. Bentivoglio, part a. lib. iv."
285,"I Camden, p. 507. Bentivoglio, part 2. lib. iv."
287,""" Camden, p. 508."
289,""" Camden, p. 509."
291,"* Camden, p. 512. Bentivoglio, part 2. lib. 4"
293,"Y Milvil. 2 Spotswood, P. 351. Ibid. . 349. Cam."
293,"den, p. 513. Rymer, tom. xv. p. 803."
294,"b Spotswood, p. 345 348. I Ibid. P. 344."
295,"d Spotswood, p. 348."
296,"* Dieee P. 139. Haynes, p. 607. f See note [T] at the end of"
296,the volume.
298,"† Murden's State Papers, P 517. h Camden, p. 515."
299,"I Ibid. State Trials, p. 114."
300,"* State Trials, vol. I. p. 111."
302,"I State Trials, vol. i. p. 135. Camden, p. 515."
305,"n Camden, p. 518."
309,"I State Trials, vol. i. p. 138. P See note [U] at the end of the"
309,"yolume. 4"" Ste note [X] at the end of the volume."
310,"State Trials, vol. i. p. 113"
311,I See note [Z] at the
311,"tnd of the volume,"
312,. Queen Elizabeth was willing to have allowed Curle and Nau to be
312,"produced in the trial, and writes to that purpose, to Burleigh and Walsing"
312,"ham, in her letter of the 7th of October, in Forbes's MS. collections. She"
312,"galy says, that she thinks it needless, though she was willing to agree to it"
312,"Th ot confronting of the witnesses was not the result of design, but the"
313,"w Camden, p. 526."
315,"* D'Ewes, P73s Y Ibid. p. 379. 2 Ibid. p. 402, 403."
316,"a See note [AA] at the end of th volume. b Camden, p. 528."
316,"t Jeob, vol ii. p 293."
318,"I Camden, p. 529. Jebb, vol. ii. p. 295. * Camden, p. 494"
318,f Du Maurier.
319,"& Spotswood, p351."
321,"I Spotswood, p. 354."
322,"k Digges, p. 276. Strype, vol. ii. p. 48. 135, 136. 139"
323,"I Camden, p. 533."
324,"1 Camden, p. 33 a Ibid. p. 544."
325,"I It appears by some letters published by Strype, vol. iii. book ii c. 1."
325,that Elizabeth had not expressly communicated her intention to any of her
325,"ministers, not even to Burleigh: They were such experienced courtiers, that"
325,they knew they could not gratify her more than by serving her without
325,waiting till she desired them.
325,"P Camden, p. 534. Jebb, vol. ii. p. 301. MS. in the Advocates"
325,"Library, p. 2. from the Cott. Lib, Cal. c. 9. I Jebb, vol. ii. p. 502."
326,"Jebb, vol. ii. p. 489."
327,"Jebb, vol. ii. p. 302, 626. Camden, p. 534. 1 Jebb, vol. ii."
327,r489.
329,"M.. P. 4. Jeb, vol, ii. p. 634. Strype, yol. iii. p. 384."
331,"* MS. p. 8, 9, 10, 11. Strype, vol. iii. p. 385."
332,"MS. p. 15. Jebb, vol. ii. p. 307. 491. 637. * Jebb, ibid."
332,"* Jebb, p. 307. 492."
335,"Camden, P. 536. Strype, vol. iii. Appendis, P. 145. Jebb, vol. ii."
335,B. 608.
336,"* Camden, p. 536. Spotswood, p. 358. "" Comden, p.S3"
337,"* Camden, p. 538. Strype, vol. iii. p. 375, 376. MS. in the Advo-"
337,"cates' Library, A. 3. 28. p. 17. from the Cott. Lib. Calig. c. 9. Blogr."
337,Erit. p. 1625. 1627.
340,"I Strype, vol. iii. p. 377. Spotswood,"
341,"; Camden, P. 540. Sir William Monson's Naval Tracts in Churchill's"
341,"Voyages, yol, iii. p. 156."
342,"h Birch's Memoirs, vol, i. p. 57."
343,"I Bentivoglio, part ii. lib. 4 Strype, vol. iv. No. 246."
344,"k Rymer, tom. xv. p. 66."
346,"I Camden, Strype, vol. iii, p. 512. m Bentivoglio, part 2."
346,lib. 4.
348,"a Monson, p. 256. * Ibid. p. 268. P Ibid. p. 157."
348,a Ibid. p. 321.
349,"I Monson, p. 267. I Lives of the Admirals, vel. i. p. 451."
350,"t She made him some promises which she never fulfilled, to give hima"
350,"dukedom in England, with suitable lands and revenue, to settle 5000l. a-"
350,"year on him, and pay him a guard, for the safety of his person. From a MS."
350,"of lord Roy ston's. ; u Strype, vol. iii. . 524."
352,"w Stowe, p. 747."
352,* See note [BE] at the end of the volume.
354,"a Strype, vol. iii. Append. p. 221. b Monson, p. 157."
354,"a Strype, vol. iii. Append. p. 221. I"
356,"I Bentivoglto, part if. lib.4"
359,* See note [CC] at the end of the volume. See note [DD] at
359,"the end of the volume,"
360,"D'Ewes, p. 458. ; h Strype's Life of Whitgist, p. 280. Neal"
360,"vol. i. p. 500. ID'Ewes, p. 434."
361,"Si riza est, ubi tu pulsas, ego vapule, tantum, Juven."
362,n See note [EE] at the end of the volume. o See the statutes under
362,"this head of purveyance. P D'Ewes, p. 432, 433"
362,"I An act was passed this session, enforcing the sormer statute, which im-"
362,posed twenty pounds a month on every one absent from public worship: But
362,the penalty was restricted to two thirds of the income of the recusant.
362,29 Eliz. cap. 6.
363,"* Brrch's Memoirs of queen Elizabeth, vol. i. p. 61. Monson, p. 267,"
363,"says, that there were only fourteen thousand soldiers and sour thousamd fea"
363,men in the whole on this expedition: But the atcount-coutained in Dr
363,"Birch, is given by one of the most confiderable of the ndventugers."
363,""" Monson, p. 267. I Ibid. p. 159."
364,""" Birch's Memoirs, vol. i. p. 61."
